real_x, real_y, real_z, detected_x, detected_y, detected_z0,0,28,-163.4677001170721,-0.22725887515849003,427.1488166023969
0,100,28,-157.4152516647508,47.30841136520935,320.8215440717226
0,200,28,-173.67111400172593,103.68177898456626,250.94589539406095
-100,200,28,-65.23492993242044,105.35682690875723,267.44184847265984
-100,0,100,-68.32418197840616,-55.99165237348847,431.7413881955934
-200,0,100,49.7920075230873,-54.56506127194592,430.18961001339625
-100,0,100,-51.239828708604435,-62.487406481162694,450.72284828169705
-100,0,100,-80.37687699511775,-63.477148544192715,429.27219649079956
-300,0,100,149.23435699344742,-47.544685923662264,404.1043398998698
-300,0,100,128.9123615246149,-44.33923029728411,376.4059527339767
-300,0,100,125.29744372786081,-52.98204507049421,424.44315204598706
-300,100,100,130.07378491250927,2.4968895757412866,266.48520095130556
-300,100,100,124.66104544852358,-2.187412660821898,294.1809640288429
-200,100,100,50.42328228797111,-1.5248805109123258,347.6720631519469
-200,100,100,38.33842312666953,-1.262584125047199,335.29407742221497
-100,100,100,-49.105514069655996,-10.18746111413256,348.9629335669811
-100,100,100,-59.516997590972686,-6.151642404121135,321.64058884547546
-100,100,100,-75.64551827449694,-11.480169746704535,327.1089448162416
0,100,100,-129.1292574292113,-13.616220603688452,271.5177033430957
0,100,100,-139.54376830331563,-13.544239668973677,261.62154853844817
0,200,100,-116.59978922164889,22.651050816673585,176.60722201564377
0,200,100,-152.96154314031386,28.70754063030799,198.9329998709074
-100,200,100,-49.66709288202344,40.71224825843825,228.17020957635128
-100,200,100,-57.7814088492577,40.271104406084056,233.16534917365217
-100,200,100,-70.747725835534,36.07756741922085,237.01293154081606
-200,200,100,54.38843645971394,44.79470024498441,241.68756404326894
-200,200,100,41.6327663600537,45.776860897443775,234.512886020246
-200,200,100,29.957931334959998,41.436886118025335,230.16887328342173
-100,-100,100,-71.40567631108794,-108.00273721798229,501.03382351083314
-100,-100,100,-76.05740120014883,-110.45550799002692,506.67477366314677
-200,-100,100,22.078460432630894,-104.15081249490224,512.6695568463781
-300,-100,100,127.07303510890135,-89.82660824003091,463.7797526817278
-300,-100,100,117.26105266401353,-98.55299552875339,492.3088180940369
-300,-100,100,131.78834638818404,-93.00379284505681,472.103151492448
-300,-200,100,120.91537790140879,-144.19290087110915,560.4751805667603
-100,-100,28,-78.02267491453863,-43.24808795118117,569.4945033393005
-200,-100,28,29.19873545539977,-36.58645106858798,597.1576660597185
0,0,150,-146.13529273182016,-98.14539836618883,337.39381784343357
50,50,150,-197.3930814532843,-79.67792365912258,279.8942496340715
50,50,150,-201.88891445285253,-89.81975845505443,299.61466357652296
100,-100,150,-242.6717447556428,-142.5202607125807,374.1268556453448
100,-100,150,-245.4513324751862,-150.39905619275638,384.95511432051967
200,-200,150,-386.92479695902585,-224.01639924665903,492.7968849193125
-50,-50,150,-123.0365715575556,-127.2124484254433,424.26165715303375
-50,-50,150,-111.99618401942986,-128.9142786786451,422.20675963466863
-200,-50,150,22.947556911591946,-118.67989965962188,449.2088935737167
-150,50,150,-34.3643251055668,-76.14285694130672,375.96229181282484
-150,50,150,-29.96219666992951,-89.81047767267479,434.5810089486039
-200,100,150,34.67225277954362,-37.55477688104162,315.00165619360536
-200,100,150,34.2277951445688,-39.94841905164834,325.0818877216889
-200,100,150,37.292024725376365,-49.46044651314417,344.8099807293759
-200,200,150,35.2913887278246,8.27140142710008,237.2899489347941
-200,200,150,39.240098809253105,0.22970019325686297,250.89239314926144
0,0,200,-132.5794751405498,-138.36194459974797,292.60118020311756
-150,100,200,-1.6607254601445298,-91.48774887940256,282.61035158764986
-150,100,200,-16.918734033759314,-91.18416695300374,277.15718878393045
-150,-100,200,-1.1213873430958945,-182.46902485905017,416.2621200793847
-150,-100,200,-12.184124427703773,-205.85982127273365,465.9258199209578
150,-100,200,-309.2018316202845,-216.3589753346846,401.93224418521464
